Reference,ID64,System Name,Mod(8),Mass Code,Body,Ruin Index,Site Type,EDx,EDy,EDz,Surface Lattitude,Surface Longitude,Active Monolith Count,Region,Primary Star Type,Star Subtype,Luminosity,Spectral Class,Absolute Magnitude,Age,Surface Temperature,Number of Stars,Body Count,Body Name,Body ID64,Body ID,Body Type,Body Subtype,Tidally Locked,Distance to Arrival,Rotational Period,Semi Major Axis,Arg of Periapsis,Axial Tilt,Orbital Eccentricity,Orbital Inclination,Orbital Period (Days),Orbital Syncronicity,Parent ID,Parent Type,Parent Subtype,Body Radius,Earth Masses,Surface Temperature (K),Gravity,Body Ice (%),Body Metal (%),Body Rock (%),Volcanism,Atmosphere,Surface Pressure (Atmospheres),Terraforming State,Materials
GR031,18278172730721,Col 173 Sector CG-M b24-8,1,b,A 4,1,γ,1127.9375,-59.9375,-175.78125,-15.8331,-172.5543,18,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,8.694458,10294,3036,3,23,Col 173 Sector CG-M b24-8 A 4,360306248362370401,10,Planet,High metal content world,FALSE,80.609154,3.653955951,7.53E-05,236.049832,-0.041107,0.195151,-2.901861,3.622057606,0.0318983447,324277451343406433,Null,,1401.1225,0.009758,283.582916,0.2020240644,0,32.8242,67.1758,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 14.101542%, Iron: 23.554672%, Molybdenum: 1.538106%, Nickel: 17.815767%, Niobium: 1.609836%, Phosphorus: 9.028049%, Polonium: 0.661711%, Sulphur: 16.769655%, Vanadium: 5.784208%, Zinc: 6.401279%, Zirconium: 2.735183%"
GR032,18278172730721,Col 173 Sector CG-M b24-8,1,b,A 5,1,γ,1127.9375,-59.9375,-175.78125,19.0369,155.2709,23,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,8.694458,10294,3036,3,23,Col 173 Sector CG-M b24-8 A 5,396335045381334369,11,Planet,High metal content world,TRUE,80.515324,4.826062684,9.71E-05,56.049837,-0.393422,0.195151,-2.901861,3.622057606,1.204005078,324277451343406433,Null,,1288.93575,0.007566,283.582916,0.1850842256,0,32.8242,67.1758,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.680346%, Carbon: 12.954523%, Chromium: 9.731659%, Iron: 21.638735%, Manganese: 8.936577%, Molybdenum: 1.412997%, Nickel: 16.366632%, Phosphorus: 8.293709%, Selenium: 2.411108%, Sulphur: 15.40561%, Tellurium: 1.168106%"
GR033,2037936802131,Col 173 Sector LY-Q d5-59,3,d,8 a,3,β,1078.09375,-86.5625,-249.46875,1.5273,-116.6478,11,Inner Orion Spur,Star,A (Blue-White) Star,Vb,A9,3.093719,1940,7602,2,58,Col 173 Sector LY-Q d5-59 8 a,1116894745524685139,31,Planet,Rocky body,TRUE,1170.655211,1.257550701,0.00544432124,61.824758,0.267583,0.000284,-0.029685,1.257536726,1.40E-05,1008808354467793235,Star,Y (Brown dwarf) Star,1578.639625,0.011607,243.457092,0.189293056,0,8.9754,91.0246,Minor Metallic Magma,No atmosphere,0,Not terraformable,"Cadmium: 1.442976%, Carbon: 15.183798%, Chromium: 8.356937%, Iron: 18.581987%, Manganese: 7.674171%, Molybdenum: 1.213393%, Nickel: 14.054637%, Phosphorus: 9.720928%, Sulphur: 18.056681%, Technetium: 0.664603%, Zinc: 5.049889%"
GR034,2037936802131,Col 173 Sector LY-Q d5-59,3,d,8 a,2,γ,1078.09375,-86.5625,-249.46875,-4.9845,-175.2269,15,Inner Orion Spur,Star,A (Blue-White) Star,Vb,A9,3.093719,1940,7602,2,58,Col 173 Sector LY-Q d5-59 8 a,1116894745524685139,31,Planet,Rocky body,TRUE,1170.655211,1.257550701,0.00544432124,61.824758,0.267583,0.000284,-0.029685,1.257536726,1.40E-05,1008808354467793235,Star,Y (Brown dwarf) Star,1578.639625,0.011607,243.457092,0.189293056,0,8.9754,91.0246,Minor Metallic Magma,No atmosphere,0,Not terraformable,"Cadmium: 1.442976%, Carbon: 15.183798%, Chromium: 8.356937%, Iron: 18.581987%, Manganese: 7.674171%, Molybdenum: 1.213393%, Nickel: 14.054637%, Phosphorus: 9.720928%, Sulphur: 18.056681%, Technetium: 0.664603%, Zinc: 5.049889%"
GR035,2037936802131,Col 173 Sector LY-Q d5-59,3,d,8 b,1,α,1078.09375,-86.5625,-249.46875,-6.3478,130.6676,22,Inner Orion Spur,Star,A (Blue-White) Star,Vb,A9,3.093719,1940,7602,2,58,Col 173 Sector LY-Q d5-59 8 b,1152923542543649107,32,Planet,Rocky body,TRUE,1168.757141,2.713664933,0.009091403944,180.699092,-1.249403,0.0015,-0.011303,2.713635357,2.96E-05,1008808354467793235,Star,Y (Brown dwarf) Star,1479.041125,0.009531,243.457092,0.1770656674,0,9.2026,90.7974,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 15.987301%, Chromium: 8.838888%, Germanium: 5.655671%, Iron: 19.653624%, Nickel: 14.865178%, Phosphorus: 10.235344%, Ruthenium: 1.213737%, Sulphur: 19.012211%, Tin: 1.176676%, Tungsten: 1.079181%, Zirconium: 2.282191%"
GR036,629204289875,Col 173 Sector OT-Q d5-18,3,d,D 2,1,γ,1150.75,-124.03125,-216.8125,-20.9594,82.6006,15,Inner Orion Spur,Star,F (White) Star,Vb,F4,3.748505,3298,6820,4,50,Col 173 Sector OT-Q d5-18 D 2,3458765143024830803,96,Planet,High metal content world,TRUE,32388.33855,25.84227229,0.1012038561,31.594208,0.185008,0.00003,-0.692243,25.84221048,6.18E-05,216173411318073683,Star,M (Red dwarf) Star,1965.828,0.02763,294.480682,0.2905811155,0,33.1828,66.8173,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.632063%, Carbon: 12.441333%, Chromium: 9.452028%, Iron: 21.016968%, Manganese: 8.679793%, Nickel: 15.896353%, Phosphorus: 7.965154%, Sulphur: 14.79532%, Tungsten: 1.154043%, Yttrium: 1.255318%, Zinc: 5.711625%"
GR037,629204289875,Col 173 Sector OT-Q d5-18,3,d,D 2,2,α,1150.75,-124.03125,-216.8125,-3.8055,84.5292,17,Inner Orion Spur,Star,F (White) Star,Vb,F4,3.748505,3298,6820,4,50,Col 173 Sector OT-Q d5-18 D 2,3458765143024830803,96,Planet,High metal content world,TRUE,32388.33855,25.84227229,0.1012038561,31.594208,0.185008,0.00003,-0.692243,25.84221048,6.18E-05,216173411318073683,Star,M (Red dwarf) Star,1965.828,0.02763,294.480682,0.2905811155,0,33.1828,66.8173,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.632063%, Carbon: 12.441333%, Chromium: 9.452028%, Iron: 21.016968%, Manganese: 8.679793%, Nickel: 15.896353%, Phosphorus: 7.965154%, Sulphur: 14.79532%, Tungsten: 1.154043%, Yttrium: 1.255318%, Zinc: 5.711625%"
GR038,629204289875,Col 173 Sector OT-Q d5-18,3,d,D 2,3,α,1150.75,-124.03125,-216.8125,-31.6473,150.7610,23,Inner Orion Spur,Star,F (White) Star,Vb,F4,3.748505,3298,6820,4,50,Col 173 Sector OT-Q d5-18 D 2,3458765143024830803,96,Planet,High metal content world,TRUE,32388.33855,25.84227229,0.1012038561,31.594208,0.185008,0.00003,-0.692243,25.84221048,6.18E-05,216173411318073683,Star,M (Red dwarf) Star,1965.828,0.02763,294.480682,0.2905811155,0,33.1828,66.8173,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.632063%, Carbon: 12.441333%, Chromium: 9.452028%, Iron: 21.016968%, Manganese: 8.679793%, Nickel: 15.896353%, Phosphorus: 7.965154%, Sulphur: 14.79532%, Tungsten: 1.154043%, Yttrium: 1.255318%, Zinc: 5.711625%"
GR039,4758655898274,Col 173 Sector XG-J c10-17,2,c,B 4,2,β,1095.25,-127.5625,-238.40625,15.9333,23.8155,11,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K6,6.644958,522,4243,3,24,Col 173 Sector XG-J c10-17 B 4,612494307978285730,17,Planet,High metal content world,FALSE,3793.07626,2.048491617,0.4609679385,248.537016,0.122207,0.00316,0.108076,161.6493695,159.6008779,108091149712790178,Star,K (Yellow-Orange) Star,1685.59875,0.017117,274.292053,0.2448453146,0,32.4227,67.5773,,No atmosphere,0,Not terraformable,"Cadmium: 1.678035%, Carbon: 13.074906%, Chromium: 9.718272%, Iron: 21.608971%, Nickel: 16.34412%, Phosphorus: 8.370779%, Sulphur: 15.54877%, Tungsten: 1.18655%, Vanadium: 5.306411%, Yttrium: 1.290678%, Zinc: 5.872509%"
GR040,4758655898274,Col 173 Sector XG-J c10-17,2,c,B 4,1,β,1095.25,-127.5625,-238.40625,-77.1027,127.4678,8,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K6,6.644958,522,4243,3,24,Col 173 Sector XG-J c10-17 B 4,612494307978285730,17,Planet,High metal content world,FALSE,3793.07626,2.048491617,0.4609679385,248.537016,0.122207,0.00316,0.108076,161.6493695,159.6008779,108091149712790178,Star,K (Yellow-Orange) Star,1685.59875,0.017117,274.292053,0.2448453146,0,32.4227,67.5773,,No atmosphere,0,Not terraformable,"Cadmium: 1.678035%, Carbon: 13.074906%, Chromium: 9.718272%, Iron: 21.608971%, Nickel: 16.34412%, Phosphorus: 8.370779%, Sulphur: 15.54877%, Tungsten: 1.18655%, Vanadium: 5.306411%, Yttrium: 1.290678%, Zinc: 5.872509%"
GR041,1734529192634,Synuefe CE-R c21-6,2,c,C 1,2,β,828.1875,-78,-105.1875,-27.2356,-7.3802,8,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K8,7.507355,498,3927,3,51,Synuefe CE-R c21-6 C 1,1909527976534282938,53,Planet,High metal content world,TRUE,73504.1857,4.155642652,0.02529453451,19.531506,-0.325139,0.000047,-0.008172,4.155633005,9.65E-06,144116922605048506,Star,L (Brown dwarf) Star,1319.12275,0.008102,302.538269,0.1892362598,0,32.5768,67.4232,,No atmosphere,0,Not terraformable,"Cadmium: 1.69331%, Carbon: 13.093244%, Chromium: 9.806737%, Germanium: 4.610934%, Iron: 21.805677%, Molybdenum: 1.423898%, Nickel: 16.492901%, Phosphorus: 8.382519%, Sulphur: 15.570578%, Tellurium: 1.194241%, Zinc: 5.925966%"
GR042,1734529192634,Synuefe CE-R c21-6,2,c,C 1,3,α,828.1875,-78,-105.1875,-27.1567,-7.2980,15,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K8,7.507355,498,3927,3,51,Synuefe CE-R c21-6 C 1,1909527976534282938,53,Planet,High metal content world,TRUE,73504.1857,4.155642652,0.02529453451,19.531506,-0.325139,0.000047,-0.008172,4.155633005,9.65E-06,144116922605048506,Star,L (Brown dwarf) Star,1319.12275,0.008102,302.538269,0.1892362598,0,32.5768,67.4232,,No atmosphere,0,Not terraformable,"Cadmium: 1.69331%, Carbon: 13.093244%, Chromium: 9.806737%, Germanium: 4.610934%, Iron: 21.805677%, Molybdenum: 1.423898%, Nickel: 16.492901%, Phosphorus: 8.382519%, Sulphur: 15.570578%, Tellurium: 1.194241%, Zinc: 5.925966%"
GR043,1734529192634,Synuefe CE-R c21-6,2,c,C 1,1,α,828.1875,-78,-105.1875,-18.2173,0.2829,20,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K8,7.507355,498,3927,3,51,Synuefe CE-R c21-6 C 1,1909527976534282938,53,Planet,High metal content world,TRUE,73504.1857,4.155642652,0.02529453451,19.531506,-0.325139,0.000047,-0.008172,4.155633005,9.65E-06,144116922605048506,Star,L (Brown dwarf) Star,1319.12275,0.008102,302.538269,0.1892362598,0,32.5768,67.4232,,No atmosphere,0,Not terraformable,"Cadmium: 1.69331%, Carbon: 13.093244%, Chromium: 9.806737%, Germanium: 4.610934%, Iron: 21.805677%, Molybdenum: 1.423898%, Nickel: 16.492901%, Phosphorus: 8.382519%, Sulphur: 15.570578%, Tellurium: 1.194241%, Zinc: 5.925966%"
GR044,22671924274545,Synuefe ZR-I b43-10,1,b,D 2,3,α,811.40625,-60.4375,-144.71875,28.7874,-51.8571,34,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M1,8.286102,8252,3375,4,43,Synuefe ZR-I b43-10 D 2,1657347334796617073,46,Planet,High metal content world,TRUE,69435.3802,1.722911915,0.01222173981,10.142274,0.358867,0.000155,0.009295,1.72290951,2.40E-06,216195454038058353,Star,T (Brown dwarf) Star,1185.619,0.005854,284.898529,0.1692460487,0,32.5623,67.4377,Major Rocky Magma,No atmosphere,0,Not terraformable,"Antimony: 1.022174%, Arsenic: 2.161635%, Carbon: 13.783249%, Iron: 22.908184%, Manganese: 9.460846%, Mercury: 1.000363%, Molybdenum: 1.495891%, Nickel: 17.32679%, Phosphorus: 8.824273%, Sulphur: 16.391138%, Vanadium: 5.625453%"
GR045,22671924274545,Synuefe ZR-I b43-10,1,b,D 2,1,β,811.40625,-60.4375,-144.71875,13.8680,-0.5440,14,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M1,8.286102,8252,3375,4,43,Synuefe ZR-I b43-10 D 2,1657347334796617073,46,Planet,High metal content world,TRUE,69435.3802,1.722911915,0.01222173981,10.142274,0.358867,0.000155,0.009295,1.72290951,2.40E-06,216195454038058353,Star,T (Brown dwarf) Star,1185.619,0.005854,284.898529,0.1692460487,0,32.5623,67.4377,Major Rocky Magma,No atmosphere,0,Not terraformable,"Antimony: 1.022174%, Arsenic: 2.161635%, Carbon: 13.783249%, Iron: 22.908184%, Manganese: 9.460846%, Mercury: 1.000363%, Molybdenum: 1.495891%, Nickel: 17.32679%, Phosphorus: 8.824273%, Sulphur: 16.391138%, Vanadium: 5.625453%"
GR046,22671924274545,Synuefe ZR-I b43-10,1,b,D 2,2,α,811.40625,-60.4375,-144.71875,-32.7276,-34.0577,24,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M1,8.286102,8252,3375,4,43,Synuefe ZR-I b43-10 D 2,1657347334796617073,46,Planet,High metal content world,TRUE,69435.3802,1.722911915,0.01222173981,10.142274,0.358867,0.000155,0.009295,1.72290951,2.40E-06,216195454038058353,Star,T (Brown dwarf) Star,1185.619,0.005854,284.898529,0.1692460487,0,32.5623,67.4377,Major Rocky Magma,No atmosphere,0,Not terraformable,"Antimony: 1.022174%, Arsenic: 2.161635%, Carbon: 13.783249%, Iron: 22.908184%, Manganese: 9.460846%, Mercury: 1.000363%, Molybdenum: 1.495891%, Nickel: 17.32679%, Phosphorus: 8.824273%, Sulphur: 16.391138%, Vanadium: 5.625453%"
GR047,16072170087825,IC 2391 Sector FL-X b1-7,1,b,A 2,1,α,611.34375,-78.40625,-51.6875,9.2009,-130.0643,14,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M5,9.65123,384,2684,3,30,IC 2391 Sector FL-X b1-7 A 2,504419230435583377,14,Planet,High metal content world,TRUE,53.488273,2.049984543,7.05E-05,55.003005,-0.22021,0.106247,0.172758,1.415828933,0.6341556104,468390433416619409,Null,,2170.71175,0.037348,282.911713,0.3221372489,0,32.6693,67.3307,Major Rocky Magma,No atmosphere,0,Not terraformable,"Cadmium: 1.726719%, Carbon: 13.36448%, Chromium: 10.000229%, Iron: 22.235912%, Molybdenum: 1.451992%, Nickel: 16.818312%, Phosphorus: 8.55617%, Sulphur: 15.893134%, Yttrium: 1.328125%, Zinc: 6.042888%, Zirconium: 2.582048%"
GR048,11680297264513,Vela Dark Region RC-V b2-5,1,b,C 3,1,α,1072.75,-168.1875,-85.125,-31.4824,-44.5053,22,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M2,8.532974,6202,3235,3,30,Vela Dark Region RC-V b2-5 C 3,1188961981923075457,33,Planet,High metal content world,TRUE,58895.58026,7.065150174,0.03427652532,104.480403,0.259359,0.001187,0.019494,7.136510754,0.0713605797,144126868373120385,Star,L (Brown dwarf) Star,1191.056375,0.005946,244.453796,0.1703490364,0,32.7696,67.2304,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.767172%, Carbon: 13.609134%, Chromium: 10.23451%, Germanium: 4.792117%, Iron: 22.756847%, Nickel: 17.212326%, Niobium: 1.555309%, Phosphorus: 8.712801%, Polonium: 0.64276%, Selenium: 2.532945%, Sulphur: 16.184078%"
GR049,6682666996418,Vela Dark Region KR-W c1-24,2,c,7 c,1,β,1036.875,-163.59375,-85.96875,-22.4265,126.9560,15,Inner Orion Spur,Star,G (White-Yellow) Star,Va,G9,5.422318,266,5248,1,52,Vela Dark Region KR-W c1-24 7 c,720582623046275778,20,Planet,Rocky body,TRUE,636.047981,0.714621963,1.93E-05,213.053572,0.459976,0.148647,8.764657,0.5173483656,0.1972735973,648525029008347842,Null,,1105.487375,0.003925,228.901581,0.1305316611,0,8.9758,91.0242,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Carbon: 15.240487%, Chromium: 8.37797%, Iron: 18.628754%, Manganese: 7.693486%, Nickel: 14.090009%, Phosphorus: 9.757221%, Sulphur: 18.124096%, Tellurium: 1.383952%, Tin: 1.10655%, Tungsten: 1.022906%, Vanadium: 4.574574%"
GR050,11680297264513,Vela Dark Region RC-V b2-5,1,b,C 3,2,α,1072.75,-168.1875,-85.125,-19.5540,-1.9466,22,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M2,8.532974,6202,3235,3,30,Vela Dark Region RC-V b2-5 C 3,1188961981923075457,33,Planet,High metal content world,TRUE,58895.58026,7.065150174,0.03427652532,104.480403,0.259359,0.001187,0.019494,7.136510754,0.0713605797,144126868373120385,Star,L (Brown dwarf) Star,1191.056375,0.005946,244.453796,0.1703490364,0,32.7696,67.2304,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.767172%, Carbon: 13.609134%, Chromium: 10.23451%, Germanium: 4.792117%, Iron: 22.756847%, Nickel: 17.212326%, Niobium: 1.555309%, Phosphorus: 8.712801%, Polonium: 0.64276%, Selenium: 2.532945%, Sulphur: 16.184078%"
GR051,11680297264513,Vela Dark Region RC-V b2-5,1,b,C 3,3,α,1072.75,-168.1875,-85.125,-36.7925,20.0271,21,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M2,8.532974,6202,3235,3,30,Vela Dark Region RC-V b2-5 C 3,1188961981923075457,33,Planet,High metal content world,TRUE,58895.58026,7.065150174,0.03427652532,104.480403,0.259359,0.001187,0.019494,7.136510754,0.0713605797,144126868373120385,Star,L (Brown dwarf) Star,1191.056375,0.005946,244.453796,0.1703490364,0,32.7696,67.2304,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.767172%, Carbon: 13.609134%, Chromium: 10.23451%, Germanium: 4.792117%, Iron: 22.756847%, Nickel: 17.212326%, Niobium: 1.555309%, Phosphorus: 8.712801%, Polonium: 0.64276%, Selenium: 2.532945%, Sulphur: 16.184078%"
GR052,6682666996418,Vela Dark Region KR-W c1-24,2,c,7 a,2,α,1036.875,-163.59375,-85.96875,-18.4212,65.4980,31,Inner Orion Spur,Star,G (White-Yellow) Star,Va,G9,5.422318,266,5248,1,52,Vela Dark Region KR-W c1-24 7 a,612496231989383874,17,Planet,Rocky body,TRUE,638.135775,0.7809718949,0.00250690604,157.533737,0.328245,0.000003,-0.195807,0.7809498106,2.21E-05,576467434970419906,Planet,Class III gas giant,1650.905375,0.013308,250.652924,0.1984450902,0,8.9758,91.0242,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Carbon: 15.947898%, Chromium: 8.766846%, Iron: 19.493435%, Nickel: 14.744018%, Niobium: 1.332273%, Phosphorus: 10.210117%, Ruthenium: 1.203844%, Selenium: 2.968238%, Sulphur: 18.965355%, Tungsten: 1.070386%, Zinc: 5.297587%"
GR053,11680297264513,Vela Dark Region RC-V b2-5,1,b,C 4,1,β,1072.75,-168.1875,-85.125,36.8142,132.8867,11,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M2,8.532974,6202,3235,3,30,Vela Dark Region RC-V b2-5 C 4,1224990778942039425,34,Planet,High metal content world,TRUE,58887.09358,10.08060842,0.04337714859,104.476489,-0.291881,0.000149,-0.001697,10.15973167,0.07912325154,144126868373120385,Star,L (Brown dwarf) Star,1110.154875,0.004801,224.743393,0.1583230346,0,32.7696,67.2304,No volcanism,No atmosphere,0,Not terraformable,"Antimony: 1.024188%, Carbon: 13.753876%, Germanium: 4.843084%, Iron: 22.998884%, Manganese: 9.498304%, Nickel: 17.395391%, Phosphorus: 8.805468%, Selenium: 2.559885%, Sulphur: 16.356205%, Tin: 1.50185%, Tungsten: 1.26287%"
GR054,6682666996418,Vela Dark Region KR-W c1-24,2,c,7 a,1,α,1036.875,-163.59375,-85.96875,-17.0947,-54.7741,29,Inner Orion Spur,Star,G (White-Yellow) Star,Va,G9,5.422318,266,5248,1,52,Vela Dark Region KR-W c1-24 7 a,612496231989383874,17,Planet,Rocky body,TRUE,638.135775,0.7809718949,0.00250690604,157.533737,0.328245,0.000003,-0.195807,0.7809498106,2.21E-05,576467434970419906,Planet,Class III gas giant,1650.905375,0.013308,250.652924,0.1984450902,0,8.9758,91.0242,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Carbon: 15.947898%, Chromium: 8.766846%, Iron: 19.493435%, Nickel: 14.744018%, Niobium: 1.332273%, Phosphorus: 10.210117%, Ruthenium: 1.203844%, Selenium: 2.968238%, Sulphur: 18.965355%, Tungsten: 1.070386%, Zinc: 5.297587%"
GR055,1110207072611,Vela Dark Region EL-Y d32,3,d,B 1,2,α,1000.65625,-166.21875,-64.15625,41.1562,129.2604,16,Inner Orion Spur,Star,F (White) Star,Vb,F6,3.967392,1924,6508,2,19,Vela Dark Region EL-Y d32 B 1,288231486358784355,8,Planet,High metal content world,FALSE,58362.4937,0.6209333619,0.5794698187,71.428011,-2.922161,0.000799,-0.0075,172.6102636,171.9893302,72058704245000547,Star,K (Yellow-Orange) Star,2123.317,0.035239,287.94339,0.3176662588,0,33.8454,66.1546,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.090502%, Cadmium: 1.764549%, Carbon: 13.455211%, Iron: 22.723061%, Manganese: 9.384393%, Nickel: 17.186773%, Phosphorus: 8.614258%, Sulphur: 16.001032%, Tungsten: 1.247724%, Yttrium: 1.357221%, Zinc: 6.175277%"
GR056,1110207072611,Vela Dark Region EL-Y d32,3,d,B 1,3,β,1000.65625,-166.21875,-64.15625,10.4612,130.2370,13,Inner Orion Spur,Star,F (White) Star,Vb,F6,3.967392,1924,6508,2,19,Vela Dark Region EL-Y d32 B 1,288231486358784355,8,Planet,High metal content world,FALSE,58362.4937,0.6209333619,0.5794698187,71.428011,-2.922161,0.000799,-0.0075,172.6102636,171.9893302,72058704245000547,Star,K (Yellow-Orange) Star,2123.317,0.035239,287.94339,0.3176662588,0,33.8454,66.1546,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.090502%, Cadmium: 1.764549%, Carbon: 13.455211%, Iron: 22.723061%, Manganese: 9.384393%, Nickel: 17.186773%, Phosphorus: 8.614258%, Sulphur: 16.001032%, Tungsten: 1.247724%, Yttrium: 1.357221%, Zinc: 6.175277%"
GR057,1110207072611,Vela Dark Region EL-Y d32,3,d,B 1,1,γ,1000.65625,-166.21875,-64.15625,7.9093,-86.4545,19,Inner Orion Spur,Star,F (White) Star,Vb,F6,3.967392,1924,6508,2,19,Vela Dark Region EL-Y d32 B 1,288231486358784355,8,Planet,High metal content world,FALSE,58362.4937,0.6209333619,0.5794698187,71.428011,-2.922161,0.000799,-0.0075,172.6102636,171.9893302,72058704245000547,Star,K (Yellow-Orange) Star,2123.317,0.035239,287.94339,0.3176662588,0,33.8454,66.1546,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.090502%, Cadmium: 1.764549%, Carbon: 13.455211%, Iron: 22.723061%, Manganese: 9.384393%, Nickel: 17.186773%, Phosphorus: 8.614258%, Sulphur: 16.001032%, Tungsten: 1.247724%, Yttrium: 1.357221%, Zinc: 6.175277%"
GR058,5084032869705,Col 173 Sector AP-Q b21-2,1,b,A 8,1,β,1127.3125,-154.03125,-237.90625,-33.0986,-32.2676,10,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.235336,2204,2907,3,48,Col 173 Sector AP-Q b21-2 A 8,792638618450077001,22,Planet,High metal content world,TRUE,92.604634,6.44709695,0.0002780033948,191.843543,-0.124718,0.048404,5.336648,5.153936093,1.293160858,720581024412149065,Null,,2393.26025,0.049686,232.698914,0.3525552157,0,30.7222,69.2778,No volcanism,No atmosphere,4.64E-05,Not terraformable,"Cadmium: 1.635687%, Carbon: 12.890923%, Chromium: 9.473015%, Germanium: 4.545146%, Iron: 21.063631%, Manganese: 8.699064%, Mercury: 0.919814%, Nickel: 15.931649%, Phosphorus: 8.252991%, Sulphur: 15.329976%, Yttrium: 1.258106%"
GR059,5084032869705,Col 173 Sector AP-Q b21-2,1,b,B 4,1,γ,1127.3125,-154.03125,-237.90625,13.3444,-61.4894,19,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.235336,2204,2907,3,48,Col 173 Sector AP-Q b21-2 B 4,972782603544896841,27,Planet,High metal content world,TRUE,749.036876,4.885625894,0.02523910738,106.437488,-0.315948,0.000117,-0.197947,4.88561654,9.35E-06,108091475089761609,Star,L (Brown dwarf) Star,1199.66425,0.006064,243.990692,0.1712427858,0,32.4963,67.5037,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.72742%, Carbon: 13.365379%, Chromium: 10.004284%, Iron: 22.24493%, Nickel: 16.825134%, Niobium: 1.520322%, Phosphorus: 8.556746%, Selenium: 2.487577%, Sulphur: 15.894204%, Yttrium: 1.328663%, Zinc: 6.045339%"
GR060,5084032869705,Col 173 Sector AP-Q b21-2,1,b,B 4,2,α,1127.3125,-154.03125,-237.90625,19.0203,-101.0109,21,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.235336,2204,2907,3,48,Col 173 Sector AP-Q b21-2 B 4,972782603544896841,27,Planet,High metal content world,TRUE,749.036876,4.885625894,0.02523910738,106.437488,-0.315948,0.000117,-0.197947,4.88561654,9.35E-06,108091475089761609,Star,L (Brown dwarf) Star,1199.66425,0.006064,243.990692,0.1712427858,0,32.4963,67.5037,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.72742%, Carbon: 13.365379%, Chromium: 10.004284%, Iron: 22.24493%, Nickel: 16.825134%, Niobium: 1.520322%, Phosphorus: 8.556746%, Selenium: 2.487577%, Sulphur: 15.894204%, Yttrium: 1.328663%, Zinc: 6.045339%"
GR061,5084032869705,Col 173 Sector AP-Q b21-2,1,b,B 4,3,β,1127.3125,-154.03125,-237.90625,-35.3195,-73.9056,6,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.235336,2204,2907,3,48,Col 173 Sector AP-Q b21-2 B 4,972782603544896841,27,Planet,High metal content world,TRUE,749.036876,4.885625894,0.02523910738,106.437488,-0.315948,0.000117,-0.197947,4.88561654,9.35E-06,108091475089761609,Star,L (Brown dwarf) Star,1199.66425,0.006064,243.990692,0.1712427858,0,32.4963,67.5037,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.72742%, Carbon: 13.365379%, Chromium: 10.004284%, Iron: 22.24493%, Nickel: 16.825134%, Niobium: 1.520322%, Phosphorus: 8.556746%, Selenium: 2.487577%, Sulphur: 15.894204%, Yttrium: 1.328663%, Zinc: 6.045339%"
